76601,9778
76601,10262
77753,10262
77753,11519
78351,11519
78351,12051
79472,12051
79472,12886
80361,12886
80361,13859
81126,13859
81126,14157
82487,14157
82487,15284
83106,15284
83106,15908
84201,15908
84201,17230
84585,17230
84585,18173
85341,18173
85341,18808
86452,18808
86452,19633
87364,19633
87364,20943
87663,20943
87663,21458
89000,21458
89000,22587
89520,22587
89520,23435
90448,23435
90448,24516
91031,24516
91031,25468
91826,25468
91826,26924
91732,26924
91732,27979
92322,27979
92322,28858
93275,28858
93275,29960
93800,29960
93800,31074
94298,31074
94298,32188
94798,32188
94798,33493
94789,33493
94789,34651
95141,34651
95141,35573
96241,35573
96241,36887
96106,36887
96106,38070
96380,38070
96380,39184
96949,39184
96949,40315
97514,40315
97514,41545
97610,41545
97610,42787
97591,42787
97591,44060
97244,44060
97244,45256
97407,45256
97407,46404
98233,46404
98233,47631
98240,47631
98240,48860
98007,48860
98007,50076
