12091,58396,37632
79244,24256,56400
2758,70483,5219
73679,75951,46587
32012,53379,87629
11003,24750,20791
47242,26446,60500
39666,82152,42941
21692,17477,10534
27099,75283,39293
68138,19521,80441
92514,55964,70954
81424,6033,3486
2798,31800,90450
80450,43000,34632
92386,27224,45068
59503,91661,80114
72923,95356,90167
22664,46812,22494
94472,7887,90558
87376,48817,39257
95292,60196,63182
21770,42800,62741
23809,58663,88054
8688,6122,66914
36813,80896,6812
66005,23751,31922
11237,92965,79154
81413,41702,53392
99114,64081,33185
7065,13309,66921
36105,39552,85330
66623,95580,2425
19205,15708,36826
36756,69676,26756
44763,82607,27419
11881,49347,34218
39039,62825,67351
22393,18063,15093
46519,95763,50714
56518,62844,67589
19768,91507,29620
88801,82930,1767
44658,78159,97708
93047,76172,71487
82586,45934,28254
61732,21267,2904
33207,65473,30932
76,53366,27851
31721,61869,92110
32724,29288,12011
78872,17260,88279
52274,11755,56653
66333,28439,83459
25056,56761,44128
40312,165,66123
20471,2992,41725
19442,1527,22956
36379,81880,26842
6471,72605,19915
93071,19588,55730
56932,82632,81947
23921,96167,40053
43039,63724,74999
51396,86459,86981
10197,71105,85516
51370,19012,5631
8141,66345,15714
16840,97037,22709
62284,83148,8176
13671,30043,3734
6096,69526,29747
8969,50462,37642
73048,7860,97194
98757,2587,46814
7271,3605,43830
11027,55043,38026
94211,84480,49119
17166,37189,12517
86221,70644,96259
24646,11174,936
80465,68396,33534
80395,4810,48092
78163,41666,40591
27395,18244,18552
88980,39834,45167
6218,11070,7396
81083,40844,56793
20342,92564,99121
39071,9859,44145
452,6480,3781
60015,61925,93965
797,82708,24635
25328,13159,16580
95091,10326,96429
78530,47188,12721
18259,1868,16917
60819,79220,24308
16732,59194,26415
56614,60716,27392
35732,62763,51659
9138,48486,70129
51515,42744,51584
73221,66617,71200
82762,46779,96518
68363,20759,63537
52494,17492,8108
34009,69818,60214
26624,85920,52163
30379,54274,60345
71148,48700,30220
71421,37597,13933
22125,3431,90899
25601,57766,69781
60461,86056,59407
45306,19197,87451
13750,88845,17973
6837,58762,75042
95531,32165,58612
50890,48482,78859
33791,67239,7236
43722,80733,21975
47206,76012,46317
98993,10071,28333
61291,24847,71471
18752,3375,67685
62212,84723,77513
15920,86994,15830
15982,37202,34153
1093,14971,92504
91970,35167,13439
71233,81345,71711
62756,97745,44120
49876,36664,8814
43825,17321,46763
7602,7340,29320
91980,99520,67667
75162,15727,16725
29256,9698,32828
43548,26773,96883
32313,88254,58692
83777,51004,75354
60339,55510,37245
96294,12997,95218
1356,88641,31271
16334,48317,69243
9119,9366,54219
25154,53895,70757
28098,37166,79501
59401,68465,40091
35497,67032,4260
97050,4092,34485
4669,12918,25543
97312,54652,36035
3135,84740,52676
93895,68863,16526
75611,94618,51953
66925,30801,63916
14677,75365,36462
9363,98514,44159
24864,38000,41985
46998,85766,47757
87359,83238,74498
61318,23722,15129
15602,36662,19336
63895,81394,30655
66948,69641,8982
90174,5586,25772
9583,23950,34479
25286,92527,62748
6373,30936,71381
35878,74503,38755
91585,89066,80573
12420,44313,98390
59079,49956,38201
23419,10050,12608
44049,11731,59826
14420,13720,58240
4620,89177,86383
23611,69711,25524
17260,83993,37967
80874,7248,72121
13497,47556,38876
50694,12591,80584
73951,51351,76261
93645,81994,5189
2776,58934,13120
67811,19326,86209
23504,7642,78554
18121,1196,30448
45988,31767,21899
11931,57361,25673
26889,83944,65903
97719,51649,91927
88314,84393,87482
78556,76412,36730
94672,40095,63691
21901,59776,42961
50637,91580,73962
99780,67763,21419
28060,60631,64310
74984,13003,33396
36975,76600,81646
3136,5356,99145
13539,38472,2396
72112,41461,18729
92837,42783,42942
81425,69571,19235
75322,19380,36184
42147,75557,70667
38744,65904,50185
64890,5865,35666
23650,64258,33681
71830,79490,67859
72300,77127,36277
8969,38380,63630
24265,46490,71093
20657,27695,37371
37448,62370,97706
33553,69538,72284
20831,7523,18183
6454,4744,9300
41896,97501,55916
55825,20208,76521
20424,63757,9074
71964,19541,47784
11982,65806,73955
9479,62097,63394
29342,58864,59765
68174,36707,22806
46933,61765,88514
33945,59267,53170
81558,81748,20023
72047,63595,14566
4013,64944,71718
79661,42481,71671
56232,79353,16142
48281,79087,37458
36492,69966,6338
33434,44930,4038
81668,10078,31559
82945,3324,76091
71905,69223,50282
40392,18126,86800
75274,14710,26078
68426,53090,62345
82135,49539,14659
59877,67606,29310
6091,72367,97587
56850,82125,83589
41751,48692,47391
31263,71771,48386
37209,89575,91065
43957,64487,3855
76775,77248,33790
76032,81539,49620
87774,43707,48216
97228,3951,35488
37449,21060,51632
5392,97449,86824
94197,35009,51242
65757,43488,38203
1039,19890,78514
65720,74222,32091
51301,85527,93295
66013,74935,34017
92306,68274,81079
84089,50393,65656
13575,42583,84311
42384,10239,75987
64944,18024,11850
19557,66092,54599
22701,70833,49289
54034,54442,19579
57238,24018,89329
57736,65981,84407
52196,26426,6386
7904,35529,43194
47333,71208,58929
58524,63614,77332
94176,82821,32406
70102,58051,15820
93971,29930,76538
82363,19432,30119
91925,9341,84876
67781,6403,66600
4429,17927,96046
83232,11932,6562
53400,53510,52652
54381,17428,73120
92676,10554,70330
25452,28498,12579
41958,44375,75796
67468,86261,59152
91643,28650,29066
32309,61928,52447
19255,53663,32298
57699,26153,80176
62830,67986,82998
85120,51841,7732
20421,54937,24311
51662,86936,90974
63932,48674,11726
42953,72523,63885
3888,39049,47494
27041,48800,53478
92505,49139,71435
85875,59250,28234
28743,8185,98272
85579,89310,81557
7906,19687,87074
26698,67247,17345
58277,91659,21247
35366,6420,48223
23452,46868,90679
35197,210,2423
8996,79415,64559
74755,90496,64508
9942,60096,23571
86875,54147,88141
9049,67539,79447
42410,14976,31422
56006,68619,99755
20585,46565,36093
81299,38235,13918
14305,75200,11911
53269,11551,31316
17535,20115,85484
49085,34766,89750
53631,95969,72429
25762,61753,10515
50870,21463,7447
24727,81470,63126
98969,18337,20390
39346,50124,27384
20864,85544,61306
67437,1077,56555
25292,7989,50250
90099,79862,98484
39764,87921,34293
11338,97118,54345
44586,35688,54418
179,45038,44022
48811,26312,48486
17717,36662,30440
61927,76596,75656
43061,80906,20610
81243,63928,17229
10120,58322,28429
80311,7422,10150
33138,23263,4580
86501,26082,87679
54761,73823,48583
35502,16859,28135
78104,53502,64591
35716,17128,18728
94645,85943,23671
71884,48540,89135
5653,32880,30503
41209,30857,9737
43653,2720,6764
87677,91610,31276
55084,2999,40226
30882,36748,33130
78808,78580,49682
93265,42389,68540
31091,4138,75355
84634,90967,15841
78017,60220,17737
10642,34205,25
36892,23379,58338
12713,78846,22533
37691,17345,70855
54429,59972,14178
30232,97402,31788
4843,42635,48364
94968,8851,20514
31282,52847,29364
58776,74876,2756
49456,13809,18874
92651,95352,99519
26713,44991,41924
12178,74310,18580
90688,1524,54832
66052,56435,6572
58102,30216,16209
73503,8880,54265
16474,93145,53678
82692,1955,93234
55601,37818,2726
59066,90272,54494
93257,35105,24067
4642,54475,74981
65978,72308,18906
33755,76029,79666
88694,63262,73991
78774,3338,42499
77228,56100,97509
39062,65018,97147
40623,68294,67923
33855,29210,8159
55967,56563,84055
23978,66192,16086
65085,82815,91890
38382,99964,40851
2293,71288,563
30547,54469,56954
84883,71185,79447
36759,72646,16564
86078,29782,52873
99032,16543,15501
65467,27694,56956
80375,25753,59462
2595,91129,26890
70524,95748,82034
18851,68980,64471
63396,96784,47377
94944,601,92082
25586,94449,5581
72601,93556,54233
18016,60724,61822
86111,51483,14722
20839,37107,97486
27288,55327,8834
80491,82301,40626
17242,89332,72471
53899,5960,49823
87225,75498,19977
86123,77109,93788
7938,32886,42255
19897,15239,77603
59940,46733,66610
95773,47716,46691
5865,59639,50987
14780,94296,6496
70782,43755,88788
4658,83918,955
61523,46864,5453
43730,59416,82688
55443,13047,71504
6630,98450,29521
3892,88202,56187
49714,96018,38356
84726,11922,25598
26903,91116,33002
65249,42743,26526
86648,15312,70203
21210,5892,22146
94177,54682,89759
34905,85830,98964
93473,98321,33830
54637,92068,76713
51041,91786,92206
52534,40443,36919
7944,93935,65143
19683,67546,7487
89701,71611,20349
53951,1436,60181
1818,27568,63029
53835,88696,47668
71468,52935,43932
91238,87169,19943
2505,47302,4793
25372,41279,33341
71401,63848,47930
41422,21036,45654
3312,89710,10610
6173,98548,33040
78738,10444,60538
24598,45505,38628
78288,37162,61240
50639,70053,30915
92544,39889,15927
7651,57466,37470
2716,64691,47043
65736,97990,17227
87537,82286,61333
43942,19614,64158
48909,13162,44690
85762,64530,32093
96967,1565,41451
54577,25367,65370
21359,31614,2239
3409,67461,76866
49853,82445,73942
56307,87900,35789
79863,42999,87077
32464,16183,76411
95867,58942,2061
65635,79878,82148
54871,56786,79565
63533,57716,71388
95843,40953,10808
9793,61226,15066
77232,91842,42782
4759,69634,86895
62737,39403,38689
22731,62209,60103
45290,84206,86766
15701,80853,39281
41677,78364,50359
4158,66373,16985
33708,67942,67330
61095,77051,97961
45951,53136,48056
92536,71767,20021
80152,11670,4099
26244,69858,16325
19125,88235,18993
72434,79900,4082
97282,10585,9187
62739,59355,80944
18099,53872,78838
